timestamp,deal_id,title,price,original_price,discount_percentage,category,source_url,affiliate_url,platform
2026-04-10T21:15:24.748971,g=crawl0f-21,Apple AirPods Pro,"24,900.",24900,0,general,Amazon,https://www.amazon.in/Apple-AirPods-Pro-2nd-Generation/dp/B0BDKD8DVD?tag=anany-21,200 OK
2026-01-26T13:17:33.964336,mock_historic_29,Historic Deal 30 - Phone,₹15171,₹36950,40.0,Electronics,Couponami,https://example.com/deal/29
2026-01-20T13:17:33.964336,mock_historic_30,Historic Deal 31 - Watch,₹2125,₹27754,56.0,Home,Couponami,https://example.com/deal/30
2026-01-13T13:17:33.964336,mock_historic_31,Historic Deal 32 - Phone,₹11844,₹43480,60.0,Historic,Telegram,https://example.com/deal/31
2026-02-11T13:17:33.964336,mock_historic_32,Historic Deal 33 - Phone,₹4510,₹20977,28.0,Historic,Flipkart,https://example.com/deal/32
2026-01-26T13:17:33.964336,mock_historic_33,Historic Deal 34 - Laptop,₹1387,₹43769,49.0,Historic,Amazon,https://example.com/deal/33
2026-02-22T13:17:33.964336,mock_historic_34,Historic Deal 35 - Headphones,₹1209,₹27406,60.0,Home,Telegram,https://example.com/deal/34
2026-02-07T13:17:33.964336,mock_historic_35,Historic Deal 36 - Phone,₹18534,₹41982,23.0,Historic,Telegram,https://example.com/deal/35
2026-03-17T13:17:33.964336,mock_historic_36,Historic Deal 37 - Laptop,₹5388,₹49590,70.0,Fashion,Couponami,https://example.com/deal/36
2026-02-23T13:17:33.964336,mock_historic_37,Historic Deal 38 - Phone,₹9733,₹45932,23.0,Historic,Flipkart,https://example.com/deal/37
2026-03-20T13:17:33.964336,mock_historic_38,Historic Deal 39 - Headphones,₹7378,₹38903,40.0,Electronics,Flipkart,https://example.com/deal/38
2026-02-05T13:17:33.964336,mock_historic_39,Historic Deal 40 - Laptop,₹14365,₹30399,61.0,Home,Flipkart,https://example.com/deal/39
2026-02-08T13:17:33.964336,mock_historic_40,Historic Deal 41 - Laptop,₹6745,₹27251,44.0,Fashion,Telegram,https://example.com/deal/40
2026-02-16T13:17:33.964336,mock_historic_41,Historic Deal 42 - Phone,₹11262,₹31162,45.0,Home,Couponami,https://example.com/deal/41
2026-02-20T13:17:33.964336,mock_historic_42,Historic Deal 43 - Watch,₹16770,₹35129,62.0,Home,Couponami,https://example.com/deal/42
2026-01-27T13:17:33.964336,mock_historic_43,Historic Deal 44 - Phone,₹9807,₹23663,69.0,Home,Flipkart,https://example.com/deal/43
2026-03-25T13:17:33.964336,mock_historic_44,Historic Deal 45 - Headphones,₹17483,₹32678,62.0,Historic,Couponami,https://example.com/deal/44
2026-03-26T13:17:33.964336,mock_historic_45,Historic Deal 46 - Laptop,₹14854,₹23496,67.0,Historic,Couponami,https://example.com/deal/45
2026-02-28T13:17:33.964336,mock_historic_46,Historic Deal 47 - Laptop,₹19272,₹48892,27.0,Home,Couponami,https://example.com/deal/46
2026-04-11T13:17:33.964336,mock_historic_47,Historic Deal 48 - Watch,₹16996,₹37702,21.0,Fashion,Couponami,https://example.com/deal/47
2026-03-08T13:17:33.964336,mock_historic_48,Historic Deal 49 - Headphones,₹18672,₹20884,40.0,Home,Flipkart,https://example.com/deal/48
2026-02-06T13:17:33.964336,mock_historic_49,Historic Deal 50 - Phone,₹19787,₹22188,55.0,Fashion,Flipkart,https://example.com/deal/49
2026-03-08T13:17:33.964336,mock_historic_50,Historic Deal 51 - Phone,₹10208,₹28817,37.0,Fashion,Amazon,https://example.com/deal/50
2026-04-09T13:17:33.964336,mock_historic_51,Historic Deal 52 - Laptop,₹7342,₹22793,44.0,Fashion,Couponami,https://example.com/deal/51
2026-04-07T13:17:33.964336,mock_historic_52,Historic Deal 53 - Laptop,₹2710,₹30575,63.0,Home,Couponami,https://example.com/deal/52
2026-03-06T13:17:33.964336,mock_historic_53,Historic Deal 54 - Laptop,₹11487,₹29221,70.0,Electronics,Flipkart,https://example.com/deal/53
2026-03-05T13:17:33.964336,mock_historic_54,Historic Deal 55 - Phone,₹19285,₹35974,42.0,Electronics,Couponami,https://example.com/deal/54
2026-02-19T13:17:33.964336,mock_historic_55,Historic Deal 56 - Laptop,₹17299,₹48512,69.0,Fashion,Couponami,https://example.com/deal/55
2026-02-20T13:17:33.964336,mock_historic_56,Historic Deal 57 - Laptop,₹8732,₹25925,30.0,Electronics,Amazon,https://example.com/deal/56
2026-03-06T13:17:33.964336,mock_historic_57,Historic Deal 58 - Phone,₹14875,₹22930,52.0,Electronics,Telegram,https://example.com/deal/57
2026-03-09T13:17:33.964336,mock_historic_58,Historic Deal 59 - Watch,₹13111,₹29750,41.0,Electronics,Couponami,https://example.com/deal/58
2026-03-15T13:17:33.964336,mock_historic_59,Historic Deal 60 - Headphones,₹5864,₹35276,36.0,Home,Flipkart,https://example.com/deal/59
2026-04-09T13:17:33.964336,mock_historic_60,Historic Deal 61 - Laptop,₹6766,₹27674,68.0,Home,Couponami,https://example.com/deal/60
2026-01-28T13:17:33.964336,mock_historic_61,Historic Deal 62 - Watch,₹11776,₹28056,64.0,Fashion,Amazon,https://example.com/deal/61
2026-03-28T13:17:33.964336,mock_historic_62,Historic Deal 63 - Laptop,₹2703,₹35485,30.0,Home,Telegram,https://example.com/deal/62
2026-04-11T13:17:33.964336,mock_historic_63,Historic Deal 64 - Watch,₹1324,₹33569,50.0,Electronics,Couponami,https://example.com/deal/63
2026-03-20T13:17:33.964336,mock_historic_64,Historic Deal 65 - Watch,₹12619,₹31100,21.0,Electronics,Telegram,https://example.com/deal/64
2026-03-07T13:17:33.964336,mock_historic_65,Historic Deal 66 - Headphones,₹14832,₹21872,26.0,Electronics,Telegram,https://example.com/deal/65
2026-02-04T13:17:33.964336,mock_historic_66,Historic Deal 67 - Laptop,₹4068,₹49335,70.0,Electronics,Flipkart,https://example.com/deal/66
2026-02-06T13:17:33.964336,mock_historic_67,Historic Deal 68 - Laptop,₹14446,₹45277,60.0,Fashion,Telegram,https://example.com/deal/67
2026-01-17T13:17:33.964336,mock_historic_68,Historic Deal 69 - Laptop,₹9786,₹47917,68.0,Home,Telegram,https://example.com/deal/68
2026-02-11T13:17:33.964336,mock_historic_69,Historic Deal 70 - Phone,₹4293,₹48743,47.0,Fashion,Telegram,https://example.com/deal/69
2026-03-19T13:17:33.964336,mock_historic_70,Historic Deal 71 - Headphones,₹15484,₹27846,20.0,Home,Couponami,https://example.com/deal/70
2026-02-28T13:17:33.964336,mock_historic_71,Historic Deal 72 - Headphones,₹3797,₹31386,33.0,Historic,Couponami,https://example.com/deal/71
2026-03-23T13:17:33.964336,mock_historic_72,Historic Deal 73 - Phone,₹6701,₹36134,67.0,Electronics,Couponami,https://example.com/deal/72
2026-03-08T13:17:33.964336,mock_historic_73,Historic Deal 74 - Watch,₹9264,₹28411,46.0,Electronics,Amazon,https://example.com/deal/73
2026-02-10T13:17:33.964336,mock_historic_74,Historic Deal 75 - Watch,₹18994,₹43979,28.0,Historic,Telegram,https://example.com/deal/74
2026-02-02T13:17:33.964336,mock_historic_75,Historic Deal 76 - Headphones,₹5369,₹41300,58.0,Fashion,Couponami,https://example.com/deal/75
2026-02-11T13:17:33.964336,mock_historic_76,Historic Deal 77 - Laptop,₹18320,₹48509,70.0,Home,Flipkart,https://example.com/deal/76
2026-01-30T13:17:33.964336,mock_historic_77,Historic Deal 78 - Headphones,₹9754,₹20262,38.0,Electronics,Telegram,https://example.com/deal/77
2026-03-23T13:17:33.964336,mock_historic_78,Historic Deal 79 - Phone,₹18501,₹49957,50.0,Fashion,Amazon,https://example.com/deal/78
2026-03-22T13:17:33.964336,mock_historic_79,Historic Deal 80 - Phone,₹1031,₹20890,31.0,Electronics,Couponami,https://example.com/deal/79
2026-03-31T13:17:33.964336,mock_historic_80,Historic Deal 81 - Phone,₹4380,₹24273,32.0,Historic,Amazon,https://example.com/deal/80
2026-02-28T13:17:33.964336,mock_historic_81,Historic Deal 82 - Headphones,₹15881,₹35298,65.0,Home,Amazon,https://example.com/deal/81
2026-04-04T13:17:33.964336,mock_historic_82,Historic Deal 83 - Headphones,₹4278,₹37665,50.0,Historic,Flipkart,https://example.com/deal/82
2026-03-20T13:17:33.964336,mock_historic_83,Historic Deal 84 - Phone,₹10250,₹42409,20.0,Electronics,Flipkart,https://example.com/deal/83
2026-02-10T13:17:33.964336,mock_historic_84,Historic Deal 85 - Watch,₹5548,₹24341,50.0,Fashion,Flipkart,https://example.com/deal/84
2026-02-19T13:17:33.964336,mock_historic_85,Historic Deal 86 - Laptop,₹1563,₹21042,28.0,Historic,Couponami,https://example.com/deal/85
2026-03-17T13:17:33.964336,mock_historic_86,Historic Deal 87 - Laptop,₹13703,₹21186,51.0,Fashion,Couponami,https://example.com/deal/86
2026-02-26T13:17:33.964336,mock_historic_87,Historic Deal 88 - Headphones,₹9655,₹41120,22.0,Home,Flipkart,https://example.com/deal/87
2026-02-12T13:17:33.964336,mock_historic_88,Historic Deal 89 - Headphones,₹11669,₹23045,41.0,Fashion,Amazon,https://example.com/deal/88
2026-01-13T13:17:33.964336,mock_historic_89,Historic Deal 90 - Headphones,₹19880,₹36157,35.0,Home,Couponami,https://example.com/deal/89
2026-02-13T13:17:33.964336,mock_historic_90,Historic Deal 91 - Headphones,₹2041,₹33038,49.0,Electronics,Amazon,https://example.com/deal/90
2026-02-23T13:17:33.964336,mock_historic_91,Historic Deal 92 - Laptop,₹13831,₹42838,70.0,Home,Telegram,https://example.com/deal/91
2026-02-07T13:17:33.964336,mock_historic_92,Historic Deal 93 - Laptop,₹17135,₹40881,40.0,Historic,Amazon,https://example.com/deal/92
2026-03-14T13:17:33.964336,mock_historic_93,Historic Deal 94 - Headphones,₹3637,₹44798,20.0,Electronics,Amazon,https://example.com/deal/93
2026-03-17T13:17:33.964336,mock_historic_94,Historic Deal 95 - Laptop,₹9238,₹38325,51.0,Home,Flipkart,https://example.com/deal/94
2026-02-09T13:17:33.964336,mock_historic_95,Historic Deal 96 - Headphones,₹1655,₹22211,30.0,Electronics,Telegram,https://example.com/deal/95
2026-01-29T13:17:33.964336,mock_historic_96,Historic Deal 97 - Laptop,₹18917,₹23674,61.0,Historic,Amazon,https://example.com/deal/96
2026-01-30T13:17:33.964336,mock_historic_97,Historic Deal 98 - Phone,₹18800,₹42571,41.0,Home,Telegram,https://example.com/deal/97
2026-02-19T13:17:33.964336,mock_historic_98,Historic Deal 99 - Watch,₹5607,₹44257,68.0,Historic,Couponami,https://example.com/deal/98
2026-02-11T13:17:33.964336,mock_historic_99,Historic Deal 100 - Watch,₹3215,₹43215,37.0,Fashion,Flipkart,https://example.com/deal/99
2026-02-23T13:17:52.782005,mock_historic_0,Historic Deal 1 - Laptop,₹10702,₹36809,24.0,Historic,https://example.com/deal/0,https://example.com/deal/0,Flipkart
2026-03-15T13:17:52.782005,mock_historic_1,Historic Deal 2 - Headphones,₹16011,₹38100,27.0,Electronics,https://example.com/deal/1,https://example.com/deal/1,Flipkart
2026-03-02T13:17:52.782005,mock_historic_2,Historic Deal 3 - Watch,₹2457,₹31349,50.0,Historic,https://example.com/deal/2,https://example.com/deal/2,Couponami
2026-01-12T13:17:52.782005,mock_historic_3,Historic Deal 4 - Watch,₹6156,₹29769,68.0,Home,https://example.com/deal/3,https://example.com/deal/3,Telegram
2026-02-26T13:17:52.782005,mock_historic_4,Historic Deal 5 - Watch,₹5918,₹46804,65.0,Electronics,https://example.com/deal/4,https://example.com/deal/4,Flipkart
2026-02-20T13:17:52.782005,mock_historic_5,Historic Deal 6 - Watch,₹12881,₹47550,45.0,Home,https://example.com/deal/5,https://example.com/deal/5,Telegram
2026-01-17T13:17:52.782005,mock_historic_6,Historic Deal 7 - Headphones,₹4544,₹35213,63.0,Home,https://example.com/deal/6,https://example.com/deal/6,Amazon
2026-03-02T13:17:52.782005,mock_historic_7,Historic Deal 8 - Headphones,₹13851,₹31038,44.0,Electronics,https://example.com/deal/7,https://example.com/deal/7,Amazon
2026-04-07T13:17:52.782005,mock_historic_8,Historic Deal 9 - Headphones,₹15979,₹33337,39.0,Home,https://example.com/deal/8,https://example.com/deal/8,Couponami
2026-02-14T13:17:52.782005,mock_historic_9,Historic Deal 10 - Phone,₹9684,₹42269,25.0,Electronics,https://example.com/deal/9,https://example.com/deal/9,Amazon
2026-02-21T13:17:52.782005,mock_historic_10,Historic Deal 11 - Headphones,₹10962,₹41939,40.0,Historic,https://example.com/deal/10,https://example.com/deal/10,Couponami
2026-04-06T13:17:52.782005,mock_historic_11,Historic Deal 12 - Headphones,₹7514,₹28238,38.0,Electronics,https://example.com/deal/11,https://example.com/deal/11,Amazon
2026-01-12T13:17:52.782005,mock_historic_12,Historic Deal 13 - Phone,₹6687,₹36209,69.0,Historic,https://example.com/deal/12,https://example.com/deal/12,Flipkart
2026-03-22T13:17:52.782005,mock_historic_13,Historic Deal 14 - Phone,₹12075,₹49250,30.0,Historic,https://example.com/deal/13,https://example.com/deal/13,Flipkart
2026-02-21T13:17:52.782005,mock_historic_14,Historic Deal 15 - Headphones,₹8283,₹47997,29.0,Electronics,https://example.com/deal/14,https://example.com/deal/14,Telegram
2026-02-17T13:17:52.782005,mock_historic_15,Historic Deal 16 - Laptop,₹17569,₹47801,42.0,Historic,https://example.com/deal/15,https://example.com/deal/15,Couponami
2026-03-21T13:17:52.782005,mock_historic_16,Historic Deal 17 - Laptop,₹13480,₹43321,65.0,Historic,https://example.com/deal/16,https://example.com/deal/16,Telegram
2026-02-06T13:17:52.782005,mock_historic_17,Historic Deal 18 - Headphones,₹11421,₹23621,23.0,Electronics,https://example.com/deal/17,https://example.com/deal/17,Telegram
2026-03-30T13:17:52.782005,mock_historic_18,Historic Deal 19 - Laptop,₹15186,₹33923,35.0,Fashion,https://example.com/deal/18,https://example.com/deal/18,Flipkart
2026-03-11T13:17:52.782005,mock_historic_19,Historic Deal 20 - Laptop,₹4144,₹47336,35.0,Historic,https://example.com/deal/19,https://example.com/deal/19,Amazon
2026-03-16T13:17:52.782005,mock_historic_20,Historic Deal 21 - Headphones,₹13148,₹47322,57.0,Fashion,https://example.com/deal/20,https://example.com/deal/20,Amazon
2026-01-27T13:17:52.782005,mock_historic_21,Historic Deal 22 - Phone,₹9901,₹48525,46.0,Home,https://example.com/deal/21,https://example.com/deal/21,Amazon
2026-03-02T13:17:52.782005,mock_historic_22,Historic Deal 23 - Laptop,₹18505,₹21530,29.0,Fashion,https://example.com/deal/22,https://example.com/deal/22,Telegram
2026-04-11T13:17:52.782005,mock_historic_23,Historic Deal 24 - Headphones,₹2039,₹25700,64.0,Electronics,https://example.com/deal/23,https://example.com/deal/23,Telegram
2026-02-19T13:17:52.782005,mock_historic_24,Historic Deal 25 - Headphones,₹3594,₹37712,35.0,Fashion,https://example.com/deal/24,https://example.com/deal/24,Amazon
2026-04-05T13:17:52.782005,mock_historic_25,Historic Deal 26 - Watch,₹15462,₹48564,25.0,Electronics,https://example.com/deal/25,https://example.com/deal/25,Telegram
2026-02-13T13:17:52.782005,mock_historic_26,Historic Deal 27 - Headphones,₹7054,₹35490,39.0,Electronics,https://example.com/deal/26,https://example.com/deal/26,Flipkart
2026-03-08T13:17:52.782005,mock_historic_27,Historic Deal 28 - Laptop,₹5201,₹28382,30.0,Electronics,https://example.com/deal/27,https://example.com/deal/27,Amazon
2026-01-26T13:17:52.782005,mock_historic_28,Historic Deal 29 - Phone,₹16657,₹33288,46.0,Historic,https://example.com/deal/28,https://example.com/deal/28,Couponami
2026-02-26T13:17:52.782005,mock_historic_29,Historic Deal 30 - Laptop,₹16697,₹25995,55.0,Historic,https://example.com/deal/29,https://example.com/deal/29,Telegram
2026-04-02T13:17:52.782005,mock_historic_30,Historic Deal 31 - Laptop,₹16739,₹45758,57.0,Home,https://example.com/deal/30,https://example.com/deal/30,Couponami
2026-02-06T13:17:52.782005,mock_historic_31,Historic Deal 32 - Laptop,₹17665,₹45494,67.0,Electronics,https://example.com/deal/31,https://example.com/deal/31,Couponami
2026-03-07T13:17:52.782005,mock_historic_32,Historic Deal 33 - Headphones,₹5305,₹35632,62.0,Electronics,https://example.com/deal/32,https://example.com/deal/32,Telegram
2026-02-14T13:17:52.782005,mock_historic_33,Historic Deal 34 - Laptop,₹8687,₹30659,34.0,Fashion,https://example.com/deal/33,https://example.com/deal/33,Flipkart
2026-03-12T13:17:52.782005,mock_historic_34,Historic Deal 35 - Phone,₹14648,₹38724,66.0,Electronics,https://example.com/deal/34,https://example.com/deal/34,Telegram
2026-03-26T13:17:52.782005,mock_historic_35,Historic Deal 36 - Watch,₹19578,₹40990,51.0,Fashion,https://example.com/deal/35,https://example.com/deal/35,Telegram
2026-02-01T13:17:52.782005,mock_historic_36,Historic Deal 37 - Watch,₹14041,₹33768,48.0,Historic,https://example.com/deal/36,https://example.com/deal/36,Telegram
2026-02-05T13:17:52.782005,mock_historic_37,Historic Deal 38 - Laptop,₹17095,₹26248,57.0,Historic,https://example.com/deal/37,https://example.com/deal/37,Telegram
2026-01-25T13:17:52.782005,mock_historic_38,Historic Deal 39 - Laptop,₹11112,₹23442,47.0,Historic,https://example.com/deal/38,https://example.com/deal/38,Amazon
2026-01-17T13:17:52.782005,mock_historic_39,Historic Deal 40 - Phone,₹18123,₹23185,64.0,Home,https://example.com/deal/39,https://example.com/deal/39,Flipkart
2026-02-16T13:17:52.782005,mock_historic_40,Historic Deal 41 - Phone,₹4271,₹24017,70.0,Fashion,https://example.com/deal/40,https://example.com/deal/40,Telegram
2026-03-24T13:17:52.782005,mock_historic_41,Historic Deal 42 - Laptop,₹1722,₹44313,30.0,Historic,https://example.com/deal/41,https://example.com/deal/41,Couponami
2026-02-19T13:17:52.782005,mock_historic_42,Historic Deal 43 - Headphones,₹1929,₹26934,37.0,Home,https://example.com/deal/42,https://example.com/deal/42,Telegram
2026-01-19T13:17:52.782005,mock_historic_43,Historic Deal 44 - Phone,₹8210,₹48973,50.0,Electronics,https://example.com/deal/43,https://example.com/deal/43,Amazon
2026-03-20T13:17:52.782005,mock_historic_44,Historic Deal 45 - Watch,₹15126,₹24838,52.0,Electronics,https://example.com/deal/44,https://example.com/deal/44,Amazon
2026-01-21T13:17:52.782005,mock_historic_45,Historic Deal 46 - Laptop,₹13534,₹33615,51.0,Historic,https://example.com/deal/45,https://example.com/deal/45,Couponami
2026-04-06T13:17:52.782005,mock_historic_46,Historic Deal 47 - Phone,₹17021,₹45999,35.0,Electronics,https://example.com/deal/46,https://example.com/deal/46,Couponami
2026-02-26T13:17:52.782005,mock_historic_47,Historic Deal 48 - Phone,₹14702,₹39916,68.0,Fashion,https://example.com/deal/47,https://example.com/deal/47,Amazon
2026-02-06T13:17:52.782005,mock_historic_48,Historic Deal 49 - Phone,₹12922,₹48924,66.0,Fashion,https://example.com/deal/48,https://example.com/deal/48,Telegram
2026-04-02T13:17:52.782005,mock_historic_49,Historic Deal 50 - Phone,₹4319,₹41983,21.0,Fashion,https://example.com/deal/49,https://example.com/deal/49,Couponami
2026-02-13T13:17:52.782005,mock_historic_50,Historic Deal 51 - Watch,₹14096,₹39053,25.0,Fashion,https://example.com/deal/50,https://example.com/deal/50,Flipkart
2026-03-22T13:17:52.782005,mock_historic_51,Historic Deal 52 - Watch,₹9568,₹34556,27.0,Historic,https://example.com/deal/51,https://example.com/deal/51,Amazon
2026-02-15T13:17:52.782005,mock_historic_52,Historic Deal 53 - Laptop,₹9587,₹26700,56.0,Fashion,https://example.com/deal/52,https://example.com/deal/52,Amazon
2026-04-03T13:17:52.782005,mock_historic_53,Historic Deal 54 - Laptop,₹10668,₹36992,48.0,Home,https://example.com/deal/53,https://example.com/deal/53,Flipkart
2026-01-30T13:17:52.782005,mock_historic_54,Historic Deal 55 - Headphones,₹12519,₹48295,47.0,Fashion,https://example.com/deal/54,https://example.com/deal/54,Amazon
2026-01-13T13:17:52.782005,mock_historic_55,Historic Deal 56 - Laptop,₹10951,₹24674,43.0,Electronics,https://example.com/deal/55,https://example.com/deal/55,Flipkart
2026-02-07T13:17:52.782005,mock_historic_56,Historic Deal 57 - Watch,₹17675,₹22405,57.0,Fashion,https://example.com/deal/56,https://example.com/deal/56,Telegram
2026-01-31T13:17:52.782005,mock_historic_57,Historic Deal 58 - Laptop,₹17556,₹27937,49.0,Home,https://example.com/deal/57,https://example.com/deal/57,Telegram
2026-02-28T13:17:52.782005,mock_historic_58,Historic Deal 59 - Headphones,₹7830,₹36651,41.0,Home,https://example.com/deal/58,https://example.com/deal/58,Flipkart
2026-01-12T13:17:52.782005,mock_historic_59,Historic Deal 60 - Watch,₹15572,₹22718,31.0,Historic,https://example.com/deal/59,https://example.com/deal/59,Flipkart
2026-04-10T13:17:52.782005,mock_historic_60,Historic Deal 61 - Laptop,₹16846,₹35006,50.0,Home,https://example.com/deal/60,https://example.com/deal/60,Couponami
2026-03-11T13:17:52.782005,mock_historic_61,Historic Deal 62 - Laptop,₹19929,₹40717,39.0,Electronics,https://example.com/deal/61,https://example.com/deal/61,Couponami
2026-02-22T13:17:52.782005,mock_historic_62,Historic Deal 63 - Watch,₹2866,₹28179,58.0,Historic,https://example.com/deal/62,https://example.com/deal/62,Couponami
2026-02-14T13:17:52.782005,mock_historic_63,Historic Deal 64 - Watch,₹4475,₹26581,36.0,Home,https://example.com/deal/63,https://example.com/deal/63,Amazon
2026-01-20T13:17:52.782005,mock_historic_64,Historic Deal 65 - Phone,₹15303,₹43642,41.0,Electronics,https://example.com/deal/64,https://example.com/deal/64,Flipkart
2026-02-05T13:17:52.782005,mock_historic_65,Historic Deal 66 - Laptop,₹10472,₹34080,35.0,Historic,https://example.com/deal/65,https://example.com/deal/65,Amazon
2026-01-28T13:17:52.782005,mock_historic_66,Historic Deal 67 - Watch,₹6107,₹21237,24.0,Historic,https://example.com/deal/66,https://example.com/deal/66,Couponami
2026-02-20T13:17:52.782005,mock_historic_67,Historic Deal 68 - Headphones,₹11065,₹41188,61.0,Home,https://example.com/deal/67,https://example.com/deal/67,Flipkart
2026-02-16T13:17:52.782005,mock_historic_68,Historic Deal 69 - Phone,₹17806,₹47148,62.0,Fashion,https://example.com/deal/68,https://example.com/deal/68,Telegram
2026-02-07T13:17:52.782005,mock_historic_69,Historic Deal 70 - Phone,₹7954,₹28494,65.0,Home,https://example.com/deal/69,https://example.com/deal/69,Amazon
2026-03-10T13:17:52.782005,mock_historic_70,Historic Deal 71 - Phone,₹18939,₹31951,50.0,Home,https://example.com/deal/70,https://example.com/deal/70,Amazon
2026-01-20T13:17:52.782005,mock_historic_71,Historic Deal 72 - Laptop,₹12550,₹36708,60.0,Historic,https://example.com/deal/71,https://example.com/deal/71,Telegram
2026-03-28T13:17:52.782005,mock_historic_72,Historic Deal 73 - Headphones,₹7904,₹21654,22.0,Fashion,https://example.com/deal/72,https://example.com/deal/72,Telegram
2026-03-30T13:17:52.782005,mock_historic_73,Historic Deal 74 - Laptop,₹15504,₹44309,37.0,Electronics,https://example.com/deal/73,https://example.com/deal/73,Telegram
2026-03-03T13:17:52.782005,mock_historic_74,Historic Deal 75 - Headphones,₹15014,₹27555,57.0,Electronics,https://example.com/deal/74,https://example.com/deal/74,Telegram
2026-02-14T13:17:52.782005,mock_historic_75,Historic Deal 76 - Phone,₹17895,₹30029,21.0,Historic,https://example.com/deal/75,https://example.com/deal/75,Telegram
